District,Block,School_ID,School_Name,Overall_Growth_pct,Girls_Growth_pct,Boys_Growth_pct,All_Reasons_Detected,Primary_Reason,Confidence_Level,Classes_Affected,Genders_Affected
SAHARANPUR,PUNWARKA,9011010911,RAJKIYE HIGH SCHOOL,-8.21,-8.7,-7.02,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,C10,"Girls, Boys"
SAHARANPUR,SADHOLI KADIM,9010408003,GOVT. HIGH SCHOOL,-20.27,2.6,-45.07,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,C10,Boys
SAMBHAL (BHIM NAGAR),ASMOLI,9680107105,GOVT.HIGHER SEC.SCHOOL HARTHALA,-13.04,6.49,-30.95,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C9, C10",Boys
SAMBHAL (BHIM NAGAR),ASMOLI,9680102306,GOVT.HIGHER SECONDARY SCHOOL MADALA FATEHPUR,-19.4,-21.95,-15.38,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
SAMBHAL (BHIM NAGAR),BANIYAKHERA,9680507903,GOVERNMNET HIGHER SECONDARY SCHOOL,-17.14,-20.0,-14.29,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
SANT KABIR NAGAR,BELHAR KALA,9562103203,G.U.M.V. SHIYA KATAI,-5.62,4.94,-16.46,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,C10,Boys
SANT KABIR NAGAR,HAINSAR BAZAR,9561907604,GOVT. UMV BABHANAULI,-17.78,-2.9,-33.33,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
SANT KABIR NAGAR,KHALILABAD,9561502903,GOVT. UMV GIRDHARPUR,-6.9,16.67,-27.42,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,C9,Boys
SANT KABIR NAGAR,PAULI,9561014503,GOVT. UMV GOVINDGUNJ,-18.59,-5.88,-30.82,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
SANT KABIR NAGAR,SEMARINYAVA,9561701709,GOVT. HIGH SCHOOL SALEHPUR,-14.81,-7.14,-18.87,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour, Infrastructure/External Shock",Higher Education Transition Issue,HIGH,C10,"Girls, Boys"
SANT KABIR NAGAR,SEMARINYAVA,9561702605,GOVT. HIGH SCHOOL UMILA,-26.45,-30.0,-21.57,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
SANT KABIR NAGAR,SEMARINYAVA,9561704403,GOVT.UMVIDYALAY KARMAKHAN,-16.25,-5.88,-23.91,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
SHAHJAHANPUR,BANDA,9220610103,G.H.S CHILHAUTA BANDA,-50.85,-59.26,-43.75,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Social/Gender Barrier,HIGH,"C9, C10","Girls, Boys"
SHAHJAHANPUR,BANDA,9220612305,RAJKIYE U. M. VIDHYALAY DHAKA GHANSHYAM,-19.2,-10.34,-24.82,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
SHAHJAHANPUR,BHAWALKHERA,9221305202,G.H.S. DINGURPUR,-23.88,-16.67,-29.73,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,C10,"Girls, Boys"
SHAHJAHANPUR,DADRAUL,9220101206,G.H.S. DHANAURA,-15.38,-22.22,-9.52,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Social/Gender Barrier,HIGH,C10,"Girls, Boys"
SHAHJAHANPUR,JALALABAD,9220307603,G.H.S. CHAURASI,-43.33,-26.92,-55.88,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
SHAHJAHANPUR,JALALABAD,9220309803,RAJKIYE UCHTAR M.V. KAKRALA,-38.14,-48.65,-24.1,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Infrastructure/External Shock",Social/Gender Barrier,HIGH,"C9, C10","Girls, Boys"
SHAHJAHANPUR,KALAN,9221003412,GOVT. INTER COLLEGE,-9.27,-6.71,-10.7,Migration/Population Shift,Migration/Population Shift,MEDIUM,"C8, C9, C10","Girls, Boys"
SHAHJAHANPUR,KANTH,9221117403,RAJKIYE U. M. VIDHAYLAY PADAINCHA KANTH SHAHJAHANPUR,-20.46,1.57,-31.06,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C9, C10",Boys
SHAHJAHANPUR,KHUTAR,9220706503,RAJKIYE HIGH SCHOOL CHANDPUR KHUTAR SHAHJAHANPUR,-10.24,-2.53,-17.24,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,C10,"Girls, Boys"
SHAHJAHANPUR,NIGOHI,9220401603,RAJKIYE U.M. VIDHALYA BARILAL PUR SHAHJAHNAPUR,-11.76,-16.67,-6.25,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,C10,"Girls, Boys"
SHAHJAHANPUR,SINDHAULI,9220500608,G.H.S. SINDHAULI,-14.37,2.68,-28.11,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C9, C10",Boys
SHAHJAHANPUR,SINDHAULI,9220505205,RAJKIYE UMV BILANDPUR GADDIPUR,-11.48,-29.23,8.77,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Social/Gender Barrier,HIGH,"C9, C10",Girls
SHAMLI (PRABUDH NAGAR),KAIRANA,9740800113,CH. MANSINGH GOVT INTER COLLEGE KANDELA,-18.67,-19.09,,Undetermined,Undetermined,LOW,"C9, C10, C11, C12",Girls
SHAMLI (PRABUDH NAGAR),KANDHLA,9740705403,RAJKIYA INTER COLLEGE KHERA KURTAN,-20.51,-36.92,-12.31,"Migration/Population Shift, Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Social/Gender Barrier,HIGH,"C9, C10, C11, C12","Girls, Boys"
SHAMLI (PRABUDH NAGAR),KANDHLA [TOWN AREA],9741800155,GOVT GIRLS INTER COLLEGE,-15.58,-15.58,,Undetermined,Undetermined,LOW,"C9, C10, C11, C12",Girls
SHAMLI (PRABUDH NAGAR),OON,9740903504,GOVT YAMUNA KHADAR INTER COLLEGE,-40.55,-41.67,-40.0,"Migration/Population Shift, Low Enrollment at Board Class Boundary",Migration/Population Shift,MEDIUM,"C9, C10, C11, C12","Girls, Boys"
SHRAWASTI,IKAUNA,9510311401,RAJKIYA HIGH SCHOOL SITADWAR IKAUNA,-5.07,10.45,-19.72,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C9, C10",Boys
SHRAWASTI,JAMUNHA,9510407103,RAJKIYA HIGH SCHOOL CHIRAIYA,-21.11,-19.61,-23.08,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
SHRAWASTI,JAMUNHA,9510404906,RAJKIYA HIGH SCHOOL EMLIYA KARANPUR,-22.81,-48.48,12.5,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Social/Gender Barrier,HIGH,"C9, C10",Girls
SHRAWASTI,JAMUNHA,9510401103,RAJKIYA HIGH SCHOOL INDWA,-32.29,-26.32,-36.21,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Infrastructure/External Shock",Higher Education Transition Issue,HIGH,C9,"Girls, Boys"
SIDDHARTHNAGAR,BHANVAPUR,9540901303,RAJKIYEE U.M.V. BHARAVATIYA BAZAR,-18.54,-34.78,2.22,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Infrastructure/External Shock",Social/Gender Barrier,HIGH,"C9, C10",Girls
SIDDHARTHNAGAR,BIRDPUR,9540203811,RAJKEEY UMV BAHORAVA UTTARI,-14.56,-21.74,-8.77,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Infrastructure/External Shock",Social/Gender Barrier,HIGH,C9,"Girls, Boys"
SIDDHARTHNAGAR,BIRDPUR,9540204206,RAJKIYEE U.M.V NAGCHAURI,-56.25,-79.31,-37.14,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Social/Gender Barrier,HIGH,C10,"Girls, Boys"
SIDDHARTHNAGAR,DUMARIYAGANJ,9540814803,RAJKIYEE U.M.V. AMAUNA PANDEY,-29.66,-17.24,-37.93,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
SIDDHARTHNAGAR,ITAVA,9540705206,RAJKEEY UMV KATHELA GRANT,-46.5,-26.39,-63.53,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
SIDDHARTHNAGAR,JOGIYA,9541102403,RAJKYEE U.MV. TARIYA BAZAR,-54.91,-39.84,-73.27,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
SIDDHARTHNAGAR,KHUNIYANV,9541000105,RAJKEEY U.M.V. UNCHDIH,-22.89,-27.88,-17.53,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Infrastructure/External Shock",Social/Gender Barrier,HIGH,C10,"Girls, Boys"
SITAPUR,BEHTA,9240210005,GOVT.Higher Secondary School JuaPurva,-26.79,-28.57,-23.81,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Infrastructure/External Shock",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
SITAPUR,BEHTA,9240200405,RAJKIYA U.M.V. BHADFAR,-5.45,-11.27,-1.06,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,C10,"Girls, Boys"
SITAPUR,BISWAN,9240304103,RAJKIYA U.M.V. KYOTI BADULLAH,-32.43,-33.33,-31.58,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
SITAPUR,GONDLAMAU,9240406403,GOVT.HIGHER SECONDARY SCHOOL KUCHKAI,-8.29,-15.45,0.0,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,"C9, C10",Girls
SITAPUR,MACHHAREHTA,9240904704,RAJKIYA U.M.V. BANIAMAU,-6.45,10.71,-20.59,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour, Infrastructure/External Shock",Higher Education Transition Issue,HIGH,C10,Boys
SITAPUR,MAHMOODABAD,9241010002,GGIC MAHMOODABAD,-11.24,-11.24,,Undetermined,Undetermined,LOW,"C9, C10, C12",Girls
SITAPUR,MAHOLI,9241101730,RAJKIYA BALIKA INTER COLLEGE MAHOLI,-6.42,-6.64,,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,"C10, C11, C12",Girls
SITAPUR,N.K.BISWAN,9242000315,RAJKIYA BALIKA INTER COLLEGE BISWAN,-22.38,-22.76,,Undetermined,Undetermined,LOW,"C8, C9, C10, C11, C12",Girls
SITAPUR,N.K.SITAPUR,9242304504,RAJKIYA GIRLS INTER COLLEGE SITAPUR,-9.83,-9.83,,Undetermined,Undetermined,LOW,"C9, C10, C11",Girls
SITAPUR,N.K.SITAPUR,9242301416,RAJKIYA INTER COLLEGE SITAPUR,-5.98,,-5.98,Undetermined,Undetermined,LOW,"C9, C10",Boys
SITAPUR,PISAWAN,9241505705,RAJKIYA INTER COLLEGE BEEHAT GAUR,-6.0,-14.92,1.63,Social/Gender Barrier,Social/Gender Barrier,MEDIUM,"C9, C10, C11",Girls
SITAPUR,SAKARAN,9241804804,RAJKIYA INTER COLLEGE. SANDA,-15.9,-17.42,-14.66,Migration/Population Shift,Migration/Population Shift,MEDIUM,"C9, C10, C12","Girls, Boys"
SITAPUR,SIDHAULI,9241901111,G.I.C.NEELGAON,-19.51,-4.38,-30.29,"Migration/Population Shift, Low Enrollment at Board Class Boundary, Economic/Child Labour",Low Enrollment at Board Class Boundary,HIGH,"C8, C9, C10","Girls, Boys"
SONBHADRA,BABHANI,9700702704,GOVT. HIGH SCHOOL NAWATOLA,-5.19,2.0,-18.52,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C9, C10",Boys
SONBHADRA,CHOPAN,9700107304,GOVT. GIRLS HIGH SCHOOL GOTHANI,-17.77,-33.33,1.56,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Social/Gender Barrier,HIGH,C9,Girls
SONBHADRA,CHOPAN,9700107242,GOVT. HIGH SCHOL JUGAIL,-9.01,-4.43,-13.14,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,C9,"Girls, Boys"
SONBHADRA,CHOPAN,9700100110,Govt. H.S.S. SIDHAHAWA,-38.86,-43.16,-34.69,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Infrastructure/External Shock",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
SONBHADRA,DUDHI,9700208505,G.I.C. DUDHI,-6.61,,-6.89,Undetermined,Undetermined,LOW,"C9, C10, C11, C12",Boys
SONBHADRA,GHORAWAL,9700408504,GOVT. H.S.S. PARWANIYA,-5.33,29.63,-25.0,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,C10,Boys
SONBHADRA,GHORAWAL,9700410606,GOVT. HIGH SCHOOL  PARSAUNA,-8.82,2.86,-21.21,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,C10,Boys
SONBHADRA,MYORPUR,9700807506,G I C SHAKTINAGAR,-13.27,-8.45,-18.07,Migration/Population Shift,Migration/Population Shift,MEDIUM,"C8, C9, C10, C12","Girls, Boys"
SONBHADRA,MYORPUR,9700807311,GOVT. H.S.S. DHURVAH,-16.77,15.69,-32.69,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour, Infrastructure/External Shock",Higher Education Transition Issue,HIGH,"C9, C10",Boys
SONBHADRA,MYORPUR,9700807108,GOVT. INTER COLLEGE PIPRI,-12.6,-10.57,-13.95,"Migration/Population Shift, Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Upper Class Only Decline",Higher Education Transition Issue,HIGH,"C9, C10, C11, C12","Girls, Boys"
SONBHADRA,MYORPUR,9700807412,Govt. Inter College .ANPRA,-15.41,-11.66,-18.54,"Migration/Population Shift, Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,"C9, C10, C11","Girls, Boys"
SONBHADRA,NAGWA,9700605205,GOVT. GIRLS HIGH SCHOOL CHERUI,-24.69,0.0,-39.22,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,C9,Boys
SONBHADRA,NAGWA,9700602706,GOVT. GIRLS HIGH SCHOOL SUARSOT,-6.35,5.13,-25.0,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C9, C10",Boys
SONBHADRA,NAGWA,9700605304,GOVT. H.S.S. MARKUDI,-22.78,-26.0,-17.24,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
SONBHADRA,NAGWA,9700600502,GOVT. HIGH SCHOOL KANHAURA,-26.67,7.14,-46.81,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour, Infrastructure/External Shock",Higher Education Transition Issue,HIGH,"C9, C10",Boys
SULTANPUR,BALDIRAI,9492607908,GIC PIPARI,-12.99,6.1,-34.72,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour, Upper Class Only Decline",Higher Education Transition Issue,HIGH,"C10, C11",Boys
SULTANPUR,DHANPATGANJ,9490701806,GHS SARAIYA BHARTHI,-27.56,-39.08,-13.04,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Social/Gender Barrier,HIGH,"C9, C10","Girls, Boys"
SULTANPUR,DOSTPUR,9490800302,Pandit Deen Dayal Upadhyay IC,-9.13,-33.33,10.53,Social/Gender Barrier,Social/Gender Barrier,HIGH,"C8, C10, C12",Girls
SULTANPUR,JAISINGHPUR,9491207604,GHS PEEDHI,-26.77,-44.0,-1.92,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Social/Gender Barrier,HIGH,"C9, C10","Girls, Boys"
SULTANPUR,KURWAR,9491606506,GHS HAZIPATTI,-14.65,-6.73,-23.4,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
SULTANPUR,KURWAR,9491609205,GHS JUDUPUR,-19.86,6.15,-42.11,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C9, C10",Boys
SULTANPUR,MOTIGARPUR,9492709006,GHS SAHPUR NANEMAU,-7.55,-7.89,-7.23,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Infrastructure/External Shock",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
UNNAO,ASOHA,9261205203,GOVT. HIGH SCHOO SHIVGARH UNNAO,-8.08,23.81,-31.58,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour, Infrastructure/External Shock",Higher Education Transition Issue,HIGH,"C9, C10",Boys
UNNAO,AURAS,9260503002,GOVT. INTER COLLEGE INAYATPUR BARRA,-15.52,-3.32,-24.55,"Migration/Population Shift, Economic/Child Labour",Migration/Population Shift,MEDIUM,"C8, C10, C11, C12","Girls, Boys"
UNNAO,BICHHIYA,9261003410, GOVT GIRLS INTER COLLEGE PADRI KHURD UNNAO,-15.38,-15.38,,"Higher Education Transition Issue, Upper Class Only Decline",Higher Education Transition Issue,HIGH,"C10, C11, C12",Girls
UNNAO,CITI AREA,9261702951,GOVT GIRLS INTER COLLEGE UNNAO,-19.31,-19.31,,Undetermined,Undetermined,LOW,"C8, C9, C10, C11",Girls
UNNAO,CITI AREA,9261702950,GOVT INTER COLLEGE UNNAO,-23.12,,-23.12,Undetermined,Undetermined,LOW,"C8, C9, C11, C12",Boys
UNNAO,HILOULI,9261300216,GOVT.HIGH SCHOOL MAVAI UNNAO,-29.21,-33.96,-22.22,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Social/Gender Barrier,HIGH,C10,"Girls, Boys"
UNNAO,NAVABGANJ,9260805106,GOVT INTER COLLEGE CHAMRAULI,-32.39,-29.03,-35.27,Migration/Population Shift,Migration/Population Shift,MEDIUM,"C8, C9, C10, C11","Girls, Boys"
UNNAO,PURWA,9261401403,GOVT HIGH SCHOOL BANIGON UNNAO,-19.69,-28.57,-6.0,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Social/Gender Barrier,HIGH,C9,"Girls, Boys"
UNNAO,SIKANDERPUR KARN,9261103301,GOVT HIGH GHONGHI RAUTAPUR,-6.67,16.22,-22.64,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,C10,Boys
UNNAO,SUMERPUR,9261601206,GOVT HIGH SCHOOL BISHRAMAU,-31.71,-51.72,16.67,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Infrastructure/External Shock",Social/Gender Barrier,HIGH,C10,Girls
VARANASI,ARAJILINES,9670509206,GOVERNMENT ABHINAV INTER COLLEGE ARAJILINES,-31.38,-36.11,-26.87,Migration/Population Shift,Migration/Population Shift,HIGH,"C8, C9, C10, C11, C12","Girls, Boys"
VARANASI,ARAJILINES,9670502503,GOVT. HIGH SCHOOL PRATAPPUR,-5.65,-13.75,9.09,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,C10,Girls
VARANASI,ARAJILINES,9670514201,GOVT. INTER COLLAGE JAKKHINI,-16.84,,-16.84,"Higher Education Transition Issue, Upper Class Only Decline",Higher Education Transition Issue,HIGH,"C10, C11, C12",Boys
VARANASI,HARHUA,9670308303,GOVT. HIGHSCHOOL CHAKKA,-15.33,1.64,-26.97,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C9, C10",Boys
VARANASI,NAGAR NIGAM,9670900603,GOVT. GIRLS INTER COLLEGE MALDAHIYA,-21.07,-21.07,,Undetermined,Undetermined,LOW,"C8, C9, C10, C11, C12",Girls
VARANASI,NAGAR NIGAM,9670900605,GOVT. QUEENCE INTER COLLEGE LAHURABEER,-17.15,,-18.67,"Higher Education Transition Issue, Upper Class Only Decline",Higher Education Transition Issue,HIGH,"C9, C10, C11, C12",Boys
VARANASI,PINDRA,9670812402,GOVT. HIGH SCHOOL BELARI VARANASI,-9.65,-4.26,-13.43,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
